Docker2;CentOS Linux release 8.5.2111
Docker1;CentOS Linux release 8.5.2111
Docker2;CentOS Linux release 8.5.2111
Docker1;CentOS Linux release 8.5.2111
Docker2;CentOS Linux release 8.5.2111
Docker1;CentOS Linux release 8.5.2111
Docker2;CentOS Linux release 8.5.2111
Docker1;CentOS Linux release 8.5.2111
